"Time (s)","Sound pressure level (dB)"
1.633609921E1,-4.808659425E1
1.644150783E1,-4.822670191E1
1.654728833E1,-4.782567429E1
1.665278967E1,-4.490307524E1
1.675947350E1,-4.848101411E1
1.686236637E1,-4.849040792E1
1.696829158E1,-5.032086457E1
1.707029908E1,-4.919134615E1
1.717658642E1,-4.945537291E1
1.728284721E1,-4.749745820E1
1.738622608E1,-4.774723590E1
1.749255479E1,-5.082611926E1
1.759787692E1,-4.890776862E1
1.770292263E1,-4.878087820E1
1.780822029E1,-4.976225881E1
1.791463496E1,-4.892210800E1
1.801960354E1,-4.759704407E1
1.812592000E1,-5.026552702E1
1.823222371E1,-4.443265500E1
1.833630379E1,-4.885950018E1
1.844156754E1,-4.958314792E1
1.854780904E1,-4.802293868E1
1.865303108E1,-4.791225157E1
1.875650296E1,-4.869541676E1
1.886233662E1,-4.885368662E1
1.896654058E1,-4.907573237E1
1.906970042E1,-4.943055404E1
1.917598671E1,-4.932132402E1
1.927814863E1,-4.803053406E1
1.938319662E1,-4.874789811E1
1.948638333E1,-4.747911520E1
1.959263408E1,-5.072938257E1
1.969679612E1,-5.005176653E1
1.980314875E1,-4.937720274E1
1.990936687E1,-4.975483849E1
2.001500825E1,-4.886031662E1
2.011974025E1,-4.868610598E1
2.022605483E1,-4.943454009E1
2.032823396E1,-4.739134618E1
2.043315762E1,-4.532493158E1
2.053643150E1,-4.490350945E1
2.064154342E1,-3.995610183E1
2.074618254E1,-4.816785144E1
2.084993629E1,-4.757529630E1
2.095314212E1,-4.783444431E1
2.105946029E1,-4.574326731E1
2.116575729E1,-4.794214216E1
2.126986462E1,-4.951246712E1
2.137619396E1,-4.537699298E1
2.148250679E1,-4.847349205E1
2.158657675E1,-5.102243227E1
2.168973204E1,-5.056428494E1
2.179606400E1,-4.904052449E1
2.189987137E1,-4.740164348E1
2.200321583E1,-4.874738188E1
2.210954342E1,-4.255614052E1
2.221592917E1,-4.091055217E1
2.231994025E1,-3.838987162E1
2.242628687E1,-3.700029342E1
2.253261863E1,-3.651040663E1
2.263660038E1,-3.793121456E1
2.274150100E1,-4.424868458E1
2.284785458E1,-4.572816832E1
2.295336292E1,-4.486274246E1
2.305967867E1,-4.150388282E1
2.316598187E1,-4.127269611E1
2.327001092E1,-4.852096699E1
2.337646883E1,-4.528708360E1
2.348167587E1,-4.780341008E1
2.358670133E1,-4.913678219E1
2.368833417E1,-4.855083876E1
2.379462546E1,-4.604634832E1
2.390036367E1,-4.825288378E1
2.400339608E1,-4.807303712E1
2.410833533E1,-5.111361213E1
2.421460371E1,-4.761850787E1
2.432010825E1,-4.930899874E1
2.442150000E1,-4.935855924E1
2.452855179E1,-3.948065573E1
2.463382812E1,-4.079477388E1
2.473676433E1,-4.834664452E1
2.484078667E1,-5.079020582E1
2.494517929E1,-4.683779416E1
2.505058025E1,-4.860434113E1
2.515349537E1,-4.752404105E1
2.525975129E1,-4.758550276E1
2.536605229E1,-4.791896007E1
2.547017317E1,-4.931286486E1
2.557619400E1,-5.011371623E1
2.568260929E1,-5.074680677E1
2.578689433E1,-4.829106090E1
2.589155637E1,-4.984295381E1
2.599540550E1,-4.915798537E1
2.610064533E1,-4.891413394E1
2.620355950E1,-4.650702523E1
2.630991275E1,-5.044650353E1
2.641173779E1,-4.772975908E1
2.651736771E1,-4.910859883E1
2.662030833E1,-4.786420310E1
2.672470942E1,-4.847682056E1
2.682786842E1,-4.850422715E1
2.692953817E1,-4.715026332E1
2.703397962E1,-4.840415367E1
2.713695625E1,-4.850224287E1
2.724156833E1,-4.897193736E1
2.734786204E1,-4.844557058E1
2.745362046E1,-4.992659328E1
2.755995658E1,-5.050375719E1
2.766620138E1,-3.321077915E1
2.777037550E1,-4.874680340E1
2.787670567E1,-4.863780589E1
2.798303462E1,-4.678406116E1
2.808705617E1,-4.777170101E1
2.819101842E1,-4.755788735E1
2.829737592E1,-5.055053035E1
2.840329283E1,-5.103705387E1
2.850958425E1,-5.053809942E1
2.861432092E1,-4.953098899E1
2.872043867E1,-4.818492408E1
2.882675083E1,-4.805054951E1
2.893311337E1,-4.849441476E1
2.903713717E1,-3.807102641E1
2.914159017E1,-3.485693542E1
2.924786233E1,-4.767511479E1
2.935378900E1,-4.791026673E1
2.946005696E1,-4.817390140E1
2.956631121E1,-4.765890007E1
2.967049108E1,-4.901274526E1
2.977679296E1,-4.944765774E1
2.988315313E1,-4.871906092E1
2.998725025E1,-5.041942371E1
3.008977633E1,-4.807445124E1
3.019611617E1,-4.831371262E1
3.030129137E1,-4.657613818E1
3.040390171E1,-4.820347864E1
3.051014146E1,-4.814037844E1
3.061639725E1,-4.836388051E1
3.072057833E1,-4.929307335E1
3.082693442E1,-4.771628088E1
3.093339733E1,-5.026746709E1
3.103723408E1,-4.962095142E1
3.114157162E1,-4.600441204E1
3.124788562E1,-4.928970430E1
3.135393125E1,-4.603857738E1
3.146018962E1,-4.684367343E1
3.156637367E1,-4.497918467E1
3.167063396E1,-4.751722300E1
3.177258296E1,-4.391782982E1
3.187696612E1,-4.092427686E1
3.198116162E1,-4.172431811E1
3.208731779E1,-4.298969454E1
3.219368829E1,-4.495102055E1
3.229828333E1,-4.896858444E1
3.240401558E1,-4.609896795E1
3.250666967E1,-4.710205946E1
3.260946187E1,-4.996605995E1
3.271576271E1,-4.851243506E1
3.282073117E1,-4.840307458E1
3.292426013E1,-4.732289040E1
3.303050392E1,-4.873018843E1
3.313458413E1,-4.900781751E1
3.323741542E1,-4.623809146E1
3.334370525E1,-4.573089297E1
3.344775725E1,-4.951685575E1
3.355364629E1,-4.723752152E1
3.365998567E1,-4.939592370E1
3.376623454E1,-4.863668126E1
3.387082883E1,-5.040243578E1
3.397718546E1,-4.745929528E1
3.408040421E1,-4.759936680E1
3.418456262E1,-4.861001825E1
3.429066362E1,-4.828779339E1
3.439699037E1,-5.011945979E1
3.450111283E1,-4.944416091E1
3.460419558E1,-4.907206238E1
3.470701725E1,-4.782220089E1
3.481328575E1,-4.922651143E1
3.491780529E1,-4.874116898E1
3.502088629E1,-4.938623876E1
3.512716900E1,-4.847012615E1
3.523348221E1,-4.774628494E1
3.533756892E1,-4.947460776E1
3.544159637E1,-4.768266441E1
3.554795342E1,-4.789946888E1
3.565383621E1,-4.825123369E1
3.576028008E1,-4.952887919E1
3.586669812E1,-4.937283172E1
3.597101933E1,-4.922402830E1
3.607735671E1,-4.755672300E1
3.618374592E1,-4.828943421E1
3.628765408E1,-4.703631327E1
3.639400804E1,-4.627335663E1
3.650027217E1,-4.808917203E1
3.660434317E1,-4.919501466E1
3.670603775E1,-4.894011251E1
3.681241808E1,-4.890540250E1
3.691807562E1,-4.843140768E1
3.702386554E1,-5.073128984E1
3.712839129E1,-4.824940435E1
3.723386662E1,-4.837430547E1
3.733769608E1,-5.001330251E1
3.744157671E1,-4.903234427E1
3.754403750E1,-5.015102635E1
3.764915575E1,-4.819870137E1
3.775442479E1,-4.727471449E1
3.786008458E1,-4.894171768E1
3.796650288E1,-4.732929485E1
3.807110875E1,-4.999600555E1
3.817736292E1,-4.997977856E1
3.828118983E1,-4.958459607E1
3.838733579E1,-4.927123075E1
3.849380525E1,-4.778912283E1
3.859957925E1,-5.013693020E1
3.870446483E1,-4.755356237E1
3.880831442E1,-5.012435886E1
3.891476912E1,-4.891550046E1
3.902074417E1,-4.738677306E1
3.912701604E1,-5.057370998E1
3.923344158E1,-4.997901152E1
3.933787967E1,-4.767639023E1
3.944159308E1,-5.023432827E1
3.954789208E1,-5.256830457E1
3.965417633E1,-4.847581521E1
3.976053733E1,-4.895198312E1
3.986689508E1,-4.811644824E1
3.997127950E1,-4.954633171E1
4.007753971E1,-5.047063937E1
4.018383221E1,-5.018527777E1
4.028799717E1,-4.874784904E1
4.039414308E1,-4.978741218E1
4.049973729E1,-4.837657117E1
4.060466233E1,-4.731294906E1
4.071109004E1,-5.047631224E1
4.081496258E1,-4.906680552E1
4.092086208E1,-4.948365605E1
4.102773442E1,-4.971485117E1
4.113118579E1,-5.015156939E1
4.123510983E1,-4.857188374E1
4.133805008E1,-4.967520736E1
4.144160167E1,-4.744734415E1
4.154787379E1,-4.905294511E1
4.165196667E1,-4.913211057E1
4.175477525E1,-4.577141514E1
4.186075879E1,-4.746676455E1
4.196705612E1,-4.972126179E1
4.207134992E1,-4.749621465E1
4.217208067E1,-4.962064596E1
4.227769433E1,-5.114097088E1
4.238116675E1,-4.975918579E1
4.248527254E1,-4.810962492E1
4.258811150E1,-4.862566509E1
4.269289200E1,-4.852663913E1
4.279918721E1,-5.053470670E1
4.290485113E1,-5.222142757E1
4.300836554E1,-4.882573829E1
4.311008375E1,-4.750992082E1
4.321631938E1,-4.917882584E1
4.332151137E1,-3.919217928E1
4.342680333E1,-3.858056622E1
4.352966842E1,-4.758309743E1
4.363524529E1,-4.632076960E1
4.373820483E1,-4.617476817E1
4.384157496E1,-5.004222559E1
4.394689212E1,-4.621258733E1
4.405192971E1,-4.691697361E1
4.415491900E1,-4.781978794E1
4.426125337E1,-5.008679829E1
4.436750621E1,-4.771749792E1
4.447332675E1,-4.996944368E1
4.457959817E1,-4.909666082E1
4.468532354E1,-5.069133452E1
4.478834662E1,-5.055455676E1
4.489103417E1,-4.868863519E1
4.499254417E1,-4.738137377E1
4.509690575E1,-4.879237659E1
4.520169454E1,-4.691246472E1
4.530503567E1,-4.349267098E1
4.540877829E1,-4.263833398E1
4.551259413E1,-4.177211185E1
4.561867750E1,-4.325952694E1
4.572182662E1,-4.353132335E1
4.582590721E1,-4.509834823E1
4.593216479E1,-4.748796498E1
4.603837646E1,-4.950455269E1
4.614154100E1,-4.870558318E1
4.624474196E1,-4.774027385E1
4.635109604E1,-4.776570502E1
4.645501504E1,-5.069188623E1
4.656043375E1,-4.891680238E1
4.666599779E1,-5.061363596E1
4.677179496E1,-5.056911035E1
4.687662887E1,-4.835473875E1
4.698290825E1,-4.843085026E1
4.708848296E1,-4.993220283E1
4.719320921E1,-4.999332358E1
4.729956146E1,-4.735563731E1
4.740516258E1,-4.810092342E1
4.751154375E1,-4.980441952E1
4.761786525E1,-4.786782576E1
4.772189671E1,-4.749718834E1
4.782827621E1,-4.725633677E1
4.793163083E1,-4.894278443E1
4.803525146E1,-5.186894382E1
4.814150133E1,-5.044335568E1
4.824763779E1,-5.139594097E1
4.835107092E1,-5.102479429E1
4.845527221E1,-4.900985608E1
4.855935454E1,-4.897181972E1
4.866557838E1,-4.839962392E1
4.877145900E1,-5.096139926E1
4.887794042E1,-5.021629363E1
4.898419746E1,-4.808664328E1
4.908863112E1,-4.728696017E1
4.919496421E1,-4.997954608E1
4.930130383E1,-4.981765060E1
4.940530592E1,-4.667450268E1
4.951163092E1,-4.692955951E1
4.961416621E1,-5.005103033E1
4.971816083E1,-4.790566439E1
4.982201662E1,-4.795699704E1
4.992833892E1,-4.667426622E1
5.003179654E1,-4.838992066E1
5.013527967E1,-4.868268376E1
5.024153642E1,-5.055334463E1
5.034720071E1,-4.716430249E1
5.045191625E1,-4.893171618E1
5.055540687E1,-4.839884486E1
5.066167450E1,-4.874473415E1
5.076801238E1,-4.945364271E1
5.087222679E1,-4.184520025E1
5.097858212E1,-3.952608169E1
5.108491642E1,-4.081992035E1
5.118879646E1,-4.346868434E1
5.129163083E1,-4.627890592E1
5.139798242E1,-4.726988377E1
5.150173987E1,-4.860847870E1
5.160550883E1,-5.083466642E1
5.171180279E1,-4.966711215E1
5.181415100E1,-4.690418659E1
5.191863588E1,-4.839039264E1
5.202219000E1,-4.930994962E1
5.212855525E1,-4.957988596E1
5.223433850E1,-4.913635806E1
5.233884746E1,-4.885335956E1
5.244156387E1,-4.911636865E1
5.254308712E1,-4.992578393E1
5.264930829E1,-4.815176428E1
5.275556196E1,-5.010814925E1
5.286180496E1,-4.953229642E1
5.296646408E1,-4.690503346E1
5.307225779E1,-4.899417551E1
5.317860525E1,-4.791492723E1
5.328493146E1,-4.723124084E1
5.338897929E1,-5.253316715E1
5.349526400E1,-4.817447001E1
5.360157783E1,-4.760322290E1
5.370570792E1,-4.801951221E1
5.381209383E1,-5.045493620E1
5.391846033E1,-4.819449728E1
5.402232500E1,-4.685179291E1
5.412865825E1,-4.731711282E1
5.423433371E1,-4.971610013E1
5.433902033E1,-4.882916714E1
5.444447754E1,-5.014873087E1
5.455071308E1,-4.559100557E1
5.465572617E1,-4.762339365E1
5.476119538E1,-5.061526361E1
5.486734629E1,-5.199070302E1
5.497248300E1,-4.960536835E1
5.507789017E1,-4.795381891E1
5.518424521E1,-4.820481717E1
5.528908000E1,-5.015676155E1
5.539454679E1,-4.887957809E1
5.550085367E1,-4.910113768E1
5.560576850E1,-4.961790147E1
5.571137338E1,-5.003267559E1
5.581777771E1,-4.976483536E1
5.592249408E1,-4.980425003E1
5.602792629E1,-4.912239640E1
5.613449225E1,-4.911326803E1
5.623918008E1,-5.002614200E1
5.634462254E1,-5.077001781E1
5.645088567E1,-5.020525190E1
5.655585454E1,-4.751079952E1
5.666129254E1,-4.829745864E1
5.676621792E1,-4.952902531E1
5.687208646E1,-5.017001567E1
5.697794450E1,-4.778489166E1
5.708423458E1,-4.857293648E1
5.718925158E1,-5.088398788E1
5.729460400E1,-4.859255119E1
5.739922575E1,-4.938067158E1
5.750549479E1,-4.909438267E1
5.761126575E1,-4.777889131E1
5.771651833E1,-4.979908410E1
5.782262954E1,-4.837693873E1
5.792799383E1,-5.088046089E1
5.803045967E1,-4.765707839E1
5.813678646E1,-4.250131497E1
5.824157504E1,-4.356082023E1
5.834370829E1,-4.356747751E1
5.844996692E1,-4.282599487E1
5.855599192E1,-4.819384579E1
5.866133825E1,-5.045594021E1
5.876773733E1,-4.932145977E1
5.887269104E1,-4.812528953E1
5.897793625E1,-5.104773030E1
5.908423654E1,-4.970688352E1
5.918939483E1,-4.950528067E1
5.929469246E1,-4.876056245E1
5.940117592E1,-4.918335955E1
5.950607687E1,-5.054315725E1
5.961115354E1,-4.868340630E1
5.971748033E1,-4.872793202E1
5.982276787E1,-4.755150342E1
5.992799771E1,-4.982371703E1
6.003426775E1,-5.134427858E1
6.013945746E1,-5.090026104E1
6.024458858E1,-5.011274824E1
6.035093312E1,-4.791082736E1
6.045613542E1,-5.007659278E1
6.056072975E1,-4.701652486E1
6.066691225E1,-4.785985367E1
6.077289062E1,-4.956149602E1
6.087791333E1,-4.824801506E1
6.098417433E1,-4.992070369E1
6.108952088E1,-5.021277710E1
6.119460871E1,-4.805878962E1
6.129831242E1,-4.843845042E1
6.139997608E1,-4.920495500E1
6.150629121E1,-4.905573850E1
6.161235100E1,-4.708067338E1
6.171870083E1,-4.914329912E1
6.182299788E1,-5.011281521E1
6.192801354E1,-5.021427645E1
6.203432762E1,-4.729642101E1
6.213959617E1,-4.893368008E1
6.224481112E1,-4.934728396E1
6.235112129E1,-4.692584505E1
6.245630437E1,-4.894057563E1
6.256240108E1,-4.818392378E1
6.266410029E1,-4.987226748E1
6.276606179E1,-4.995945374E1
6.287243283E1,-4.853716870E1
6.297744404E1,-4.986363740E1
6.308232317E1,-4.926406189E1
6.318867775E1,-4.962533598E1
6.329464950E1,-5.082839336E1
6.340093675E1,-4.867344273E1
6.350638767E1,-4.946344721E1
6.361131725E1,-4.875030013E1
6.371779212E1,-4.881137084E1
6.382306479E1,-3.878921215E1
6.392797646E1,-4.868288066E1
6.403354237E1,-4.864171457E1
6.413974450E1,-4.716979160E1
6.424467696E1,-5.010659707E1
6.435101958E1,-4.965099133E1
6.445645325E1,-4.907438826E1
6.456125804E1,-4.816630233E1
6.466346525E1,-5.054945239E1
6.476985067E1,-4.586582119E1
6.487523250E1,-4.530159978E1
6.497795525E1,-4.657804088E1
6.508174742E1,-4.833940742E1
6.518803729E1,-4.880161972E1
6.528985988E1,-5.053907873E1
6.539562458E1,-4.903383414E1
6.550192175E1,-4.845707568E1
6.560657446E1,-4.813462164E1
6.571128696E1,-4.527457747E1
6.581653417E1,-4.536694775E1
6.592275742E1,-3.816786010E1
6.602799421E1,-4.408765912E1
6.613359971E1,-4.398668020E1
6.623933838E1,-4.235860765E1
6.634446275E1,-4.435227516E1
6.644724904E1,-4.513056660E1
6.655283588E1,-4.281300660E1
6.665663287E1,-4.220378590E1
6.676129975E1,-4.329097624E1
6.686764638E1,-4.241007632E1
6.697336750E1,-4.163597749E1
6.707791850E1,-4.415293657E1
6.718417996E1,-4.337259559E1
6.729002979E1,-4.510957455E1
6.739465396E1,-4.551358016E1
6.749903229E1,-4.955192916E1
6.760050867E1,-4.474891537E1
6.770671600E1,-4.034612970E1
6.781128521E1,-4.426305507E1
6.791778150E1,-4.804332598E1
6.802341225E1,-5.091166509E1
6.812791771E1,-4.956059349E1
6.823168804E1,-4.795011961E1
6.833690929E1,-4.801241432E1
6.844090508E1,-4.845025995E1
6.854461150E1,-4.682114387E1
6.865094896E1,-4.815427962E1
6.875683379E1,-4.856938506E1
6.886130542E1,-4.968150735E1
6.896765487E1,-4.851738982E1
6.907351292E1,-4.985381275E1
6.917796946E1,-4.928771126E1
6.928317633E1,-4.597957725E1
6.938950446E1,-4.849994672E1
6.949472758E1,-4.740297623E1
6.960121375E1,-4.618240582E1
6.970688296E1,-4.538193304E1
6.981131804E1,-4.885362735E1
6.991276900E1,-4.653514170E1
7.001520342E1,-4.735375637E1
7.012126242E1,-4.673788677E1
7.022360596E1,-4.811327522E1
7.032798446E1,-4.727914476E1
7.043424071E1,-4.783396577E1
7.054020842E1,-4.813209507E1
7.064466971E1,-5.038136028E1
7.074636554E1,-4.877116258E1
7.084862708E1,-4.610958213E1
7.095487825E1,-4.751417939E1
7.105695121E1,-4.839228357E1
7.116070071E1,-4.748166708E1
7.126660596E1,-4.910561789E1
7.137255213E1,-4.692515339E1
7.147508592E1,-4.781835519E1
7.158145462E1,-4.673780576E1
7.168783158E1,-4.825910379E1
7.179034608E1,-4.533232838E1
7.189665571E1,-4.797152799E1
7.200296900E1,-4.828722125E1
7.210711296E1,-4.666188161E1
7.221355388E1,-4.773892652E1
7.231501671E1,-4.840681696E1
7.242135908E1,-4.784017742E1
7.252510675E1,-4.952203682E1
7.263141683E1,-4.932881321E1
7.273505742E1,-4.760160655E1
7.284046796E1,-4.993815162E1
7.294673358E1,-4.878748084E1
7.305297367E1,-4.478758855E1
7.315712462E1,-4.799093073E1
7.326340796E1,-4.925088454E1
7.336968642E1,-4.790613502E1
7.347380488E1,-4.848706913E1
7.358015583E1,-4.778905673E1
7.368655821E1,-4.787894179E1
7.379050033E1,-4.992763782E1
7.389684471E1,-4.728440215E1
7.400325333E1,-4.881364221E1
7.410722762E1,-4.796297460E1
7.421360704E1,-4.848067307E1
7.431998846E1,-4.880161003E1
7.442388987E1,-4.725422734E1
7.453023533E1,-4.910892626E1
7.463437771E1,-4.736652760E1
7.474055725E1,-4.586191915E1
7.484135087E1,-4.731404397E1
7.494495733E1,-4.517390605E1
7.505133812E1,-4.538548158E1
7.515724171E1,-4.491877612E1
7.526165104E1,-4.623631183E1
7.536799900E1,-5.082561659E1
7.547394817E1,-5.078284181E1
7.558032242E1,-4.957029261E1
7.568504904E1,-4.808831162E1
7.579066837E1,-4.895797601E1
7.589699508E1,-4.871352546E1
7.600174812E1,-4.874654566E1
7.610739558E1,-4.862954324E1
7.621370183E1,-4.837662785E1
7.632004192E1,-4.827930813E1
7.642400396E1,-4.675003676E1
7.653024429E1,-4.808026771E1
7.663586512E1,-4.627514772E1
7.674078554E1,-4.905252611E1
7.684717554E1,-4.781094422E1
7.695347462E1,-4.825644930E1
7.705742271E1,-4.654891245E1
7.716361746E1,-4.750785144E1
7.726987429E1,-4.568373701E1
7.737408658E1,-4.840325674E1
7.748042713E1,-4.928480800E1
7.758673525E1,-4.724191146E1
7.769083154E1,-4.835684355E1
7.779373571E1,-4.845581875E1
7.789664762E1,-4.793584017E1
7.800045250E1,-4.689888592E1
7.810676221E1,-4.887475054E1
7.820829958E1,-4.907297730E1
7.831459050E1,-4.844767289E1
7.841792396E1,-4.857223998E1
7.852420321E1,-4.960789690E1
7.862940696E1,-4.851180328E1
7.873507067E1,-5.112178657E1
7.884090787E1,-4.763862839E1
7.894716900E1,-4.206243092E1
7.905344442E1,-4.053107822E1
7.915759129E1,-4.425720120E1
7.926221075E1,-4.589106540E1
7.936542179E1,-4.365378568E1
7.947168454E1,-4.402743266E1
7.957428733E1,-4.786148179E1
7.968054383E1,-4.540597501E1
7.978679025E1,-4.727610965E1
7.989103671E1,-4.512838503E1
7.999730367E1,-4.688187458E1
8.010180258E1,-4.778084809E1
8.020768196E1,-4.346963263E1
8.031264512E1,-4.219406567E1
8.041900292E1,-4.315825952E1
8.052433646E1,-4.462300653E1
8.063068075E1,-4.961098265E1
8.073693704E1,-4.913122475E1
8.084107642E1,-4.882235376E1
8.094741179E1,-4.875096291E1
8.105168354E1,-4.758709373E1
8.115770767E1,-4.647505772E1
8.126105712E1,-4.905698401E1
8.136729779E1,-4.947175647E1
8.147368954E1,-4.872804458E1
8.157524792E1,-4.178019809E1
8.168164871E1,-4.880482431E1
8.178681362E1,-4.821013997E1
8.189110246E1,-4.814014944E1
8.199737275E1,-4.367486504E1
8.210389142E1,-4.523024673E1
8.220780729E1,-4.647972714E1
8.231048729E1,-4.489999706E1
8.241682988E1,-4.506034315E1
8.252312467E1,-4.654230752E1
8.262456587E1,-4.504135360E1
8.273092996E1,-4.658027187E1
8.283722104E1,-4.897915943E1
8.294122012E1,-4.690837613E1
8.304446538E1,-4.938044241E1
8.314617637E1,-4.658076148E1
8.324745212E1,-4.684964184E1
8.335308400E1,-4.770090962E1
8.345788396E1,-4.714305017E1
8.356375379E1,-4.708940251E1
8.367017725E1,-4.630055343E1
8.377461546E1,-4.421799805E1
8.387693350E1,-4.348828069E1
8.398319862E1,-4.028428937E1
8.408881325E1,-4.723714433E1
8.419138350E1,-4.916463173E1
8.429712275E1,-4.821119478E1
8.440341617E1,-4.635578083E1
8.450799679E1,-4.763154146E1
8.461189883E1,-4.810520310E1
8.471830408E1,-4.796484036E1
8.482422158E1,-4.792577179E1
8.492940354E1,-4.886498319E1
8.503061775E1,-4.745954911E1
8.513390450E1,-4.803013544E1
8.523985233E1,-4.896025803E1
8.534141812E1,-4.749824945E1
8.544776979E1,-4.881021060E1
8.555258542E1,-4.889472762E1
8.565806242E1,-4.706726405E1
8.576321842E1,-4.797250852E1
8.586950146E1,-4.840589511E1
8.597476638E1,-4.949144013E1
8.608105171E1,-4.986618910E1
