"Time (s)","Sound pressure level (dB)"
2.044465762E2,-5.546687045E1
2.045529775E2,-5.674233324E1
2.046592454E2,-5.507371621E1
2.047633168E2,-5.405508716E1
2.048675340E2,-5.448067022E1
2.049739634E2,-5.450338540E1
2.050799965E2,-5.311141936E1
2.051863362E2,-5.589728089E1
2.052927001E2,-5.477124049E1
2.053967485E2,-5.433524494E1
2.055013244E2,-5.543116385E1
2.056073847E2,-5.328021074E1
2.057134124E2,-5.437542735E1
2.058197370E2,-5.493760640E1
2.059244791E2,-5.600559994E1
2.060300387E2,-5.600133620E1
2.061308113E2,-5.443868711E1
2.062370726E2,-5.407459315E1
2.063433184E2,-5.520816001E1
2.064467093E2,-5.470251605E1
2.065530402E2,-5.447365543E1
2.066592908E2,-5.438436450E1
2.067636857E2,-5.400443230E1
2.068700448E2,-5.665907892E1
2.069764504E2,-5.525193751E1
2.070801782E2,-5.466732458E1
2.071851772E2,-5.639934873E1
2.072916162E2,-5.533431519E1
2.073967702E2,-5.489357537E1
2.075028263E2,-5.470908604E1
2.076091480E2,-4.943703972E1
2.077135516E2,-4.583486200E1
2.078200293E2,-4.900898764E1
2.079239033E2,-5.105712079E1
2.080301924E2,-4.690025615E1
2.081338711E2,-4.979648787E1
2.082350417E2,-4.559351584E1
2.083388458E2,-4.675531425E1
2.084445813E2,-4.813548272E1
2.085469137E2,-5.258591259E1
2.086531859E2,-5.445188124E1
2.087595122E2,-4.643270913E1
2.088637148E2,-3.993416181E1
2.089701364E2,-4.470083534E1
2.090764878E2,-5.108723438E1
2.091803104E2,-4.112990700E1
2.092866498E2,-4.773602484E1
2.093929602E2,-4.978729744E1
2.094969906E2,-5.496422900E1
2.096033487E2,-5.536952656E1
2.097062100E2,-5.407679757E1
2.098120574E2,-4.456936081E1
2.099136863E2,-4.280878694E1
2.100199832E2,-4.866173674E1
2.101263321E2,-4.867765813E1
2.102303672E2,-5.035888012E1
2.103312027E2,-5.145808798E1
2.104351739E2,-5.636543630E1
2.105414807E2,-5.373583426E1
2.106470501E2,-5.082110953E1
2.107520003E2,-4.552503144E1
2.108582748E2,-5.074204873E1
2.109637329E2,-4.811870976E1
2.110700485E2,-5.075686062E1
2.111763736E2,-5.204114168E1
2.112804708E2,-5.442230586E1
2.113867780E2,-5.644394772E1
2.114926368E2,-5.621459455E1
2.115971568E2,-5.425077426E1
2.117034851E2,-5.478832016E1
2.118058332E2,-5.292563474E1
2.119122723E2,-5.620206417E1
2.120137703E2,-5.121762873E1
2.121198748E2,-4.634100326E1
2.122261477E2,-4.709177551E1
2.123305316E2,-4.488460839E1
2.124313187E2,-5.200480170E1
2.125376373E2,-4.680033002E1
2.126439563E2,-5.117951671E1
2.127472411E2,-4.996585599E1
2.128536362E2,-5.384060097E1
2.129599180E2,-4.479263580E1
2.130639469E2,-4.541569609E1
2.131703076E2,-4.984960907E1
2.132766837E2,-4.983471287E1
2.133806142E2,-4.877541774E1
2.134869036E2,-4.503045522E1
2.135909346E2,-4.369672725E1
2.136968740E2,-4.101841935E1
2.138032117E2,-4.190378695E1
2.139096973E2,-4.140576357E1
2.140140202E2,-4.881705310E1
2.141203792E2,-5.613640530E1
2.142230279E2,-5.126272674E1
2.143293449E2,-5.583986105E1
2.144306774E2,-4.821344267E1
2.145316879E2,-4.148868053E1
2.146379325E2,-4.472309035E1
2.147394240E2,-4.688743212E1
2.148457056E2,-4.256031223E1
2.149481897E2,-4.158660583E1
2.150545524E2,-4.141347761E1
2.151572603E2,-5.166782054E1
2.152636378E2,-5.099973200E1
2.153699252E2,-5.586672123E1
2.154735368E2,-5.469448618E1
2.155794923E2,-5.544691184E1
2.156808127E2,-5.540389652E1
2.157871534E2,-5.522093397E1
2.158935365E2,-5.325942230E1
2.159975637E2,-5.521716020E1
2.161038657E2,-5.741368365E1
2.162073097E2,-5.574113403E1
2.163137045E2,-5.203739923E1
2.164199883E2,-5.176622077E1
2.165263112E2,-4.717907274E1
2.166308592E2,-4.679356690E1
2.167371630E2,-5.405622946E1
2.168434894E2,-5.071010332E1
2.169475635E2,-5.349795217E1
2.170536430E2,-5.192976639E1
2.171599114E2,-5.278006262E1
2.172642866E2,-5.200343970E1
2.173704904E2,-5.359096953E1
2.174767118E2,-5.372089736E1
2.175809394E2,-5.456439778E1
2.176869645E2,-5.474952182E1
2.177928092E2,-5.013627847E1
2.178977067E2,-4.939425289E1
2.180019418E2,-5.171193371E1
2.181082450E2,-5.322358590E1
2.182144816E2,-4.926380910E1
2.183202445E2,-4.913515135E1
2.184248515E2,-5.156148522E1
2.185310036E2,-5.428189980E1
2.186338826E2,-5.781028655E1
2.187395215E2,-5.336956995E1
2.188439870E2,-5.490174804E1
2.189477105E2,-5.531922518E1
2.190540120E2,-5.464711837E1
2.191603517E2,-5.402745755E1
2.192645197E2,-5.523373064E1
2.193657873E2,-5.650388731E1
2.194718238E2,-5.410901919E1
2.195781727E2,-5.549372950E1
2.196811620E2,-4.543296792E1
2.197874851E2,-4.519368116E1
2.198939706E2,-5.169963337E1
2.199977890E2,-5.367920609E1
2.201039364E2,-4.833548251E1
2.202064834E2,-4.751084340E1
2.203088327E2,-5.200022281E1
2.204144492E2,-5.249085954E1
2.205193805E2,-5.022117629E1
2.206256940E2,-4.848118831E1
2.207311430E2,-4.612880891E1
2.208368217E2,-4.609257129E1
2.209422394E2,-4.329565631E1
2.210478530E2,-5.310226267E1
2.211525229E2,-4.572709579E1
2.212583214E2,-5.027978830E1
2.213645615E2,-5.264708323E1
2.214708919E2,-5.046088891E1
2.215772355E2,-4.870863428E1
2.216812538E2,-5.029809486E1
2.217839062E2,-4.951411138E1
2.218902826E2,-4.949707292E1
2.219939667E2,-4.835011398E1
2.220979485E2,-5.311182290E1
2.222041816E2,-4.934663266E1
2.223104939E2,-4.984501051E1
2.224147463E2,-5.158479607E1
2.225210845E2,-5.192263809E1
2.226231992E2,-5.544564734E1
2.227245262E2,-5.664963978E1
2.228307855E2,-5.459561844E1
2.229313150E2,-5.457520262E1
2.230376696E2,-5.698141527E1
2.231439559E2,-5.477899638E1
2.232480462E2,-5.562539203E1
2.233539419E2,-5.493181830E1
2.234564578E2,-5.548256146E1
2.235627196E2,-5.376448860E1
2.236647566E2,-5.439974455E1
2.237710667E2,-5.445283778E1
2.238741105E2,-5.704192874E1
2.239772337E2,-5.604598374E1
2.240814505E2,-5.583483135E1
2.241872976E2,-5.606668467E1
2.242935872E2,-5.571329163E1
2.243981217E2,-5.479236072E1
2.245045101E2,-5.360652322E1
2.246073047E2,-5.441830201E1
2.247129607E2,-5.300820134E1
2.248149917E2,-5.461904342E1
2.249194814E2,-5.506368680E1
2.250255460E2,-5.407102633E1
2.251315272E2,-5.558891611E1
2.252377746E2,-5.416908386E1
2.253441024E2,-5.401076755E1
2.254482640E2,-5.374269998E1
2.255546099E2,-5.559256435E1
2.256608719E2,-5.324223270E1
2.257649213E2,-4.497403451E1
2.258672229E2,-4.500157814E1
2.259736225E2,-4.775499328E1
2.260798907E2,-4.968011202E1
2.261816138E2,-5.195989834E1
2.262872486E2,-4.866097699E1
2.263918781E2,-4.799979965E1
2.264978570E2,-5.193606076E1
2.266040951E2,-5.345868690E1
2.267072371E2,-5.389467104E1
2.268130278E2,-5.478753832E1
2.269149746E2,-5.385995276E1
2.270213273E2,-5.615509030E1
2.271275825E2,-5.339149229E1
2.272316880E2,-5.578873124E1
2.273371689E2,-5.763975638E1
2.274427420E2,-5.731403637E1
2.275483326E2,-5.428654281E1
2.276546535E2,-3.769504568E1
2.277573467E2,-5.472916379E1
2.278637357E2,-5.398176295E1
2.279652482E2,-5.526855809E1
2.280715853E2,-5.350515408E1
2.281772245E2,-4.574539200E1
2.282818126E2,-4.083139837E1
2.283833813E2,-4.792707018E1
2.284897367E2,-5.042234588E1
2.285959866E2,-5.458746910E1
2.286984388E2,-4.302649262E1
2.288049061E2,-4.917167830E1
2.289113417E2,-3.218042031E1
2.290151514E2,-3.047574875E1
2.291194130E2,-3.638809797E1
2.292254782E2,-4.651716056E1
2.293314411E2,-5.457400438E1
2.294325932E2,-4.661805642E1
2.295381577E2,-4.832845516E1
2.296444615E2,-5.322024206E1
2.297486092E2,-5.011766622E1
2.298529452E2,-5.511112220E1
2.299564779E2,-5.396219297E1
2.300628159E2,-5.380323059E1
2.301651225E2,-5.363869390E1
2.302660057E2,-5.073245455E1
2.303705261E2,-5.373946397E1
2.304742322E2,-5.608582624E1
2.305788378E2,-4.871350502E1
2.306819229E2,-5.231081774E1
2.307847140E2,-5.590849391E1
2.308908267E2,-5.622784472E1
2.309971257E2,-5.674472655E1
2.310986762E2,-5.437292919E1
2.312049970E2,-5.464685109E1
2.313114395E2,-5.517003483E1
2.314153812E2,-5.450711722E1
2.315216918E2,-5.500561045E1
2.316276857E2,-5.473420877E1
2.317320739E2,-5.600716965E1
2.318384979E2,-5.425774611E1
2.319448204E2,-5.389215145E1
2.320486903E2,-5.469239252E1
2.321550184E2,-4.994531152E1
2.322612700E2,-5.058910648E1
2.323653776E2,-5.328998894E1
2.324700249E2,-4.916586494E1
2.325765086E2,-3.878233048E1
2.326820587E2,-4.621578856E1
2.327863500E2,-4.865359299E1
2.328917562E2,-5.227541968E1
2.329980071E2,-4.990610673E1
2.330995457E2,-5.250689318E1
2.332046772E2,-5.382228320E1
2.333106806E2,-5.528233315E1
2.334155120E2,-3.206328435E1
2.335217747E2,-3.787092773E1
2.336280616E2,-3.968981562E1
2.337331718E2,-3.856341779E1
2.338356325E2,-3.953246166E1
2.339376877E2,-3.549072478E1
2.340441755E2,-3.462506416E1
2.341487984E2,-3.888754494E1
2.342548296E2,-4.553227556E1
2.343610772E2,-3.484790425E1
2.344655063E2,-3.764254817E1
2.345706371E2,-4.454365755E1
2.346769906E2,-5.051535335E1
2.347823030E2,-4.988723160E1
2.348871891E2,-5.178436410E1
2.349886953E2,-4.877562938E1
2.350950497E2,-5.524462136E1
2.351990197E2,-5.527747383E1
2.353030508E2,-3.736871890E1
2.354093311E2,-3.596005910E1
2.355156447E2,-4.500793428E1
2.356219676E2,-5.495379205E1
2.357282479E2,-5.116938744E1
2.358322706E2,-5.509128395E1
2.359382874E2,-5.456020754E1
2.360427193E2,-5.584517450E1
2.361485695E2,-5.713355510E1
2.362505449E2,-5.431242497E1
2.363568434E2,-5.422733023E1
2.364630692E2,-5.502917584E1
2.365692551E2,-5.335993623E1
2.366706660E2,-5.535323484E1
2.367769778E2,-5.462828637E1
2.368823881E2,-5.673456248E1
2.369887427E2,-5.470208049E1
2.370950164E2,-5.484089722E1
2.371991207E2,-5.437030887E1
2.373005437E2,-5.535172828E1
2.374063135E2,-5.450235555E1
2.375105899E2,-5.361598723E1
2.376158633E2,-5.414108072E1
2.377222152E2,-5.399992456E1
2.378282943E2,-5.641507311E1
2.379324569E2,-5.488154344E1
2.380363775E2,-5.499072270E1
2.381406735E2,-5.133885189E1
2.382467690E2,-5.069296677E1
2.383491584E2,-5.029731159E1
2.384554230E2,-5.329942853E1
2.385606059E2,-5.399928790E1
2.386658378E2,-5.401569499E1
2.387706362E2,-5.360618454E1
2.388756536E2,-5.087466376E1
2.389819112E2,-5.288602755E1
2.390882101E2,-5.360010191E1
2.391945640E2,-5.610564720E1
2.392991840E2,-5.456822810E1
2.394051847E2,-5.751448514E1
2.395114730E2,-5.453024271E1
2.396159465E2,-5.503287374E1
2.397223679E2,-5.283040102E1
2.398287899E2,-5.031403502E1
2.399333648E2,-3.869573143E1
2.400388518E2,-3.486001905E1
2.401450688E2,-3.742838936E1
2.402493311E2,-4.198545532E1
2.403556605E2,-4.105544805E1
2.404619017E2,-5.271882019E1
2.405659650E2,-4.197562856E1
2.406720224E2,-3.840929950E1
2.407782978E2,-4.233052427E1
2.408827295E2,-4.516466110E1
2.409890260E2,-4.260593916E1
2.410936712E2,-3.764896920E1
2.411994191E2,-4.252654193E1
2.413057796E2,-4.470079213E1
2.414120827E2,-4.569138533E1
2.415160933E2,-4.245317130E1
2.416223577E2,-4.471647804E1
2.417287399E2,-4.957868088E1
2.418327762E2,-4.363924594E1
2.419391176E2,-4.546904746E1
2.420405995E2,-4.441396967E1
2.421472455E2,-4.512829354E1
2.422494977E2,-4.536490343E1
2.423535345E2,-4.936327295E1
2.424572653E2,-5.675946197E1
2.425636161E2,-5.535391500E1
2.426661752E2,-5.270461041E1
2.427684129E2,-4.542220674E1
2.428747435E2,-4.271641020E1
2.429810312E2,-4.703820925E1
2.430828743E2,-5.107457148E1
2.431898047E2,-4.874439743E1
2.432913643E2,-5.312977946E1
2.433951575E2,-5.400584318E1
2.434995534E2,-4.013370092E1
2.436058923E2,-4.014745945E1
2.437080819E2,-5.275575806E1
2.438129891E2,-5.387242432E1
2.439162722E2,-5.514813092E1
2.440226260E2,-5.403578746E1
2.441246677E2,-5.116130488E1
2.442297064E2,-4.341607047E1
2.443358331E2,-4.806587598E1
2.444410546E2,-5.041526351E1
2.445476905E2,-4.700799300E1
2.446496888E2,-4.655951267E1
2.447562420E2,-4.463116965E1
2.448625917E2,-4.376107372E1
2.449662330E2,-3.790647271E1
2.450710883E2,-4.463267102E1
2.451776528E2,-5.139717437E1
2.452829276E2,-4.481693917E1
2.453875253E2,-4.373958728E1
2.454921814E2,-4.530188159E1
2.455970940E2,-5.389277531E1
2.456998280E2,-4.178141067E1
2.458046897E2,-5.516444543E1
2.459071760E2,-5.566941779E1
2.460129656E2,-5.548029860E1
2.461165361E2,-5.415717781E1
2.462228826E2,-5.509489250E1
2.463292615E2,-5.326289734E1
2.464331358E2,-5.269430715E1
2.465395045E2,-5.456345304E1
2.466459062E2,-5.373966635E1
2.467498479E2,-5.401189998E1
2.468562223E2,-5.374565863E1
2.469625093E2,-5.457194521E1
2.470665018E2,-5.344483696E1
2.471727925E2,-5.490247005E1
2.472791005E2,-5.371092418E1
2.473832006E2,-5.460209091E1
2.474894954E2,-4.805363306E1
2.475958618E2,-4.366570609E1
2.476999535E2,-4.543500877E1
2.478052511E2,-4.731746088E1
2.479115978E2,-5.293443187E1
2.480167612E2,-4.483076932E1
2.481221305E2,-4.746199785E1
2.482285224E2,-4.978195388E1
2.483333080E2,-5.242431777E1
2.484340478E2,-5.438477067E1
2.485360212E2,-5.393734378E1
2.486406666E2,-5.646015006E1
2.487450777E2,-5.340072760E1
2.488500338E2,-5.650141338E1
2.489564622E2,-5.608595456E1
2.490585385E2,-5.166619858E1
2.491648514E2,-4.111225717E1
2.492666818E2,-3.907068402E1
2.493730130E2,-3.859457050E1
2.494793458E2,-4.773824124E1
2.495833187E2,-5.342425805E1
2.496894776E2,-5.636641673E1
2.497961003E2,-5.464250294E1
2.498999533E2,-5.458537119E1
2.500008236E2,-5.371282299E1
2.501071848E2,-3.964090533E1
2.502129701E2,-3.542917300E1
2.503167385E2,-3.784007255E1
2.504230972E2,-3.337771406E1
2.505292829E2,-4.742298515E1
2.506334196E2,-4.911726739E1
2.507397466E2,-4.577769634E1
2.508460197E2,-4.241405056E1
2.509500959E2,-4.927148477E1
2.510565062E2,-3.711749951E1
2.511628841E2,-3.410096812E1
2.512668815E2,-4.091643369E1
2.513706460E2,-3.512365009E1
2.514770311E2,-3.498543491E1
2.515830571E2,-4.238893244E1
2.516894292E2,-4.529061058E1
2.517958232E2,-3.838081871E1
2.519002726E2,-4.008736118E1
2.520065595E2,-4.753845628E1
2.521129282E2,-4.450961860E1
2.522168634E2,-3.916464332E1
2.523229121E2,-4.790082232E1
2.524292202E2,-4.482478821E1
2.525335694E2,-4.151846428E1
2.526343568E2,-4.444749444E1
2.527406025E2,-4.505369839E1
2.528469597E2,-4.703400399E1
2.529502695E2,-5.333467699E1
2.530566069E2,-5.457335196E1
2.531629381E2,-5.478494112E1
2.532670017E2,-5.371095103E1
2.533732870E2,-5.399357208E1
2.534795870E2,-5.531144940E1
2.535836881E2,-5.391867961E1
2.536851371E2,-5.675620055E1
2.537912729E2,-5.451855519E1
2.538975787E2,-5.497046394E1
2.540003562E2,-5.514017362E1
2.541066565E2,-5.342233332E1
2.542130103E2,-5.498078236E1
2.543170391E2,-5.574158983E1
2.544211009E2,-5.689808782E1
2.545274868E2,-5.431372386E1
2.546337066E2,-5.530476798E1
2.547345116E2,-5.365699592E1
2.548396082E2,-5.430695097E1
2.549458887E2,-5.555216279E1
2.550503655E2,-5.590476772E1
2.551563891E2,-5.548907724E1
2.552577782E2,-5.462684267E1
2.553630215E2,-5.565819397E1
2.554671961E2,-5.430940051E1
2.555705842E2,-5.513290022E1
2.556766240E2,-5.482874697E1
2.557806264E2,-5.485788510E1
2.558838181E2,-5.445114995E1
2.559893055E2,-5.501414705E1
2.560955990E2,-5.461596025E1
2.562004677E2,-5.626602108E1
2.563065036E2,-5.632070554E1
2.564106405E2,-5.522292953E1
2.565167775E2,-5.602394281E1
2.566231743E2,-5.629978009E1
2.567286075E2,-5.510184255E1
2.568339234E2,-5.137764267E1
2.569402445E2,-5.366749239E1
2.570464972E2,-5.357425492E1
2.571506100E2,-5.512232737E1
2.572569260E2,-5.408521562E1
2.573631297E2,-5.518503762E1
2.574672914E2,-5.486590837E1
2.575736372E2,-5.465048586E1
2.576777865E2,-5.436165043E1
2.577839953E2,-5.394842493E1
2.578903472E2,-5.525016704E1
2.579928209E2,-5.515176944E1
2.580988159E2,-5.452340595E1
2.582007047E2,-5.307979732E1
2.583070685E2,-5.409509331E1
2.584129582E2,-5.361211486E1
2.585174354E2,-5.469690576E1
2.586238516E2,-5.347641700E1
2.587302527E2,-5.351239124E1
2.588340555E2,-5.416724402E1
2.589348427E2,-5.323146525E1
2.590411231E2,-5.494716131E1
2.591474070E2,-5.521541401E1
2.592508156E2,-5.307278839E1
2.593571318E2,-5.087670552E1
2.594634025E2,-5.620586129E1
2.595674337E2,-5.497067222E1
2.596737880E2,-5.410537542E1
2.597779206E2,-5.479714268E1
2.598836995E2,-5.568388016E1
2.599900054E2,-5.493244450E1
2.600949472E2,-5.501343729E1
2.602008600E2,-5.323813917E1
2.603060157E2,-5.410900639E1
2.604120125E2,-5.400930123E1
2.605175637E2,-5.363259838E1
2.606239325E2,-5.589435989E1
2.607296122E2,-5.462332027E1
2.608341922E2,-5.517324628E1
2.609405190E2,-5.367288877E1
2.610467907E2,-5.515740991E1
2.611508925E2,-5.244408341E1
2.612554031E2,-5.536096585E1
2.613617244E2,-5.418393765E1
2.614675808E2,-5.520799674E1
2.615694984E2,-5.407285485E1
2.616758816E2,-4.944543553E1
2.617790794E2,-4.464486567E1
2.618842900E2,-4.199770584E1
2.619872290E2,-4.156664073E1
2.620935574E2,-4.687525001E1
2.621998424E2,-3.933350945E1
2.623017518E2,-4.213246526E1
2.624080661E2,-4.540131869E1
2.625129199E2,-5.141617160E1
2.626176467E2,-5.491814269E1
2.627237476E2,-4.262985777E1
2.628280973E2,-5.025212014E1
2.629343802E2,-4.013552044E1
2.630407025E2,-4.394372916E1
2.631427817E2,-4.526122368E1
2.632472149E2,-4.312937086E1
2.633511012E2,-4.554028474E1
2.634572391E2,-4.534032735E1
2.635632224E2,-4.993203269E1
2.636678246E2,-5.410691775E1
2.637742418E2,-5.505458162E1
2.638782507E2,-5.536333928E1
2.639844584E2,-5.472748504E1
2.640872084E2,-5.586884524E1
2.641935055E2,-5.023039655E1
2.642972570E2,-5.326840981E1
2.644011550E2,-5.402892813E1
2.645074660E2,-5.399095634E1
2.646130886E2,-5.418265792E1
2.647178460E2,-5.227444499E1
2.648241853E2,-5.443363828E1
2.649298124E2,-5.510724094E1
2.650345363E2,-5.090473970E1
2.651372659E2,-4.375002930E1
2.652380366E2,-4.977292146E1
2.653442679E2,-5.258391985E1
2.654503292E2,-5.084670207E1
2.655520019E2,-4.805795311E1
2.656584828E2,-4.690779365E1
2.657620297E2,-4.869383757E1
2.658679125E2,-5.136941337E1
2.659728260E2,-5.146634301E1
2.660791537E2,-5.398697529E1
2.661846112E2,-4.802972417E1
2.662908497E2,-4.876500161E1
2.663971054E2,-5.489886932E1
2.665017752E2,-5.473609100E1
2.666078388E2,-5.502207471E1
2.667123625E2,-5.494868182E1
2.668179795E2,-5.677808439E1
2.669243223E2,-5.368972223E1
2.670298823E2,-5.548338370E1
2.671346831E2,-5.469828316E1
2.672379168E2,-5.273023907E1
2.673436875E2,-5.407037069E1
2.674500493E2,-5.326313541E1
2.675513875E2,-5.543210326E1
2.676573057E2,-5.313938635E1
2.677602449E2,-5.352453903E1
2.678659894E2,-5.457146585E1
2.679681291E2,-5.472425810E1
2.680710530E2,-5.532559019E1
2.681770408E2,-5.498188866E1
2.682833832E2,-5.325206698E1
2.683848134E2,-5.406879304E1
2.684909087E2,-5.562138377E1
2.685972785E2,-5.584064007E1
2.687014203E2,-5.459262598E1
2.688075773E2,-5.448954065E1
2.689129599E2,-5.590581490E1
2.690181805E2,-5.644021473E1
2.691223518E2,-5.547096071E1
2.692286725E2,-5.554273901E1
2.693349497E2,-5.202407114E1
2.694356425E2,-5.451983834E1
2.695418880E2,-5.371379185E1
2.696481842E2,-5.415548200E1
2.697515703E2,-5.333452793E1
2.698534082E2,-5.491341069E1
2.699594914E2,-5.311426603E1
2.700657822E2,-5.483968143E1
2.701682399E2,-5.369125194E1
2.702705697E2,-5.351740709E1
2.703768905E2,-5.508750207E1
2.704805645E2,-5.519360874E1
2.705850049E2,-5.555169301E1
2.706905772E2,-5.324117830E1
2.707969152E2,-5.543138783E1
2.709016329E2,-5.471058870E1
2.710044526E2,-5.312489975E1
2.711060103E2,-5.449035470E1
2.712103738E2,-5.536398372E1
2.713129647E2,-5.475484484E1
2.714183423E2,-5.554634386E1
2.715246836E2,-5.477419531E1
2.716304288E2,-5.337343266E1
2.717350807E2,-5.589058842E1
2.718414208E2,-5.616780903E1
2.719472847E2,-5.473383266E1
2.720517510E2,-5.455055172E1
2.721580169E2,-5.476345119E1
2.722642742E2,-5.516854935E1
2.723684164E2,-5.146703524E1
2.724704075E2,-5.216026476E1
2.725767372E2,-5.401831609E1
2.726802296E2,-5.475836301E1
2.727859264E2,-5.428427594E1
2.728922746E2,-5.325204146E1
2.729985469E2,-5.489144000E1
2.731017905E2,-5.260303969E1
2.732081425E2,-5.323143107E1
2.733129680E2,-5.498833347E1
2.734184820E2,-5.463250396E1
2.735247623E2,-5.383478579E1
2.736307596E2,-5.516672141E1
2.737353005E2,-5.449879976E1
2.738417156E2,-5.417955544E1
2.739462932E2,-5.309553665E1
2.740518863E2,-5.304202934E1
2.741582161E2,-5.381390623E1
2.742620061E2,-5.578276682E1
2.743681331E2,-5.286655721E1
2.744744381E2,-5.407360886E1
2.745805137E2,-5.342673299E1
2.746852912E2,-5.600290575E1
2.747915916E2,-5.419757155E1
2.748979379E2,-5.534523729E1
2.750019707E2,-5.560751644E1
2.751082746E2,-5.688848336E1
2.752129807E2,-5.487308686E1
2.753186386E2,-5.348416385E1
2.754247504E2,-5.338839867E1
2.755309863E2,-5.513760415E1
2.756353448E2,-5.551075887E1
2.757361192E2,-5.502670747E1
2.758424317E2,-5.235335693E1
2.759487379E2,-5.360740904E1
2.760520198E2,-5.446037627E1
2.761583188E2,-5.537141947E1
2.762646232E2,-5.398219192E1
2.763687083E2,-5.328437603E1
2.764749747E2,-5.628564838E1
2.765813075E2,-5.437056084E1
2.766853486E2,-5.209546089E1
2.767913559E2,-5.286302729E1
2.768973595E2,-5.577646533E1
2.770021796E2,-5.575620695E1
2.771085853E2,-5.432618423E1
2.772129584E2,-5.318025707E1
2.773188267E2,-5.446649719E1
2.774251095E2,-5.510968225E1
2.775272394E2,-5.422190974E1
2.776336455E2,-5.587825387E1
2.777355020E2,-5.394431374E1
2.778411401E2,-5.379055246E1
2.779473237E2,-5.396070341E1
2.780521434E2,-5.250611074E1
2.781548406E2,-5.460077554E1
2.782568407E2,-5.486301905E1
2.783629147E2,-5.529182938E1
2.784688529E2,-5.545789758E1
2.785752456E2,-5.501912263E1
2.786816042E2,-5.358061970E1
2.787855652E2,-5.403715270E1
2.788919119E2,-5.471386760E1
2.789940698E2,-5.392314266E1
2.791000352E2,-5.684589548E1
2.792021946E2,-5.462314120E1
2.793030794E2,-5.515993414E1
2.794093817E2,-5.287515074E1
2.795129107E2,-5.449718969E1
2.796186485E2,-5.468246967E1
2.797250471E2,-5.549566621E1
2.798293942E2,-5.547866025E1
2.799349904E2,-5.357202677E1
2.800364548E2,-5.530069084E1
2.801427188E2,-5.500834506E1
2.802489503E2,-5.368833224E1
2.803523567E2,-5.253522040E1
2.804564577E2,-5.488831503E1
2.805625752E2,-5.511628031E1
2.806686379E2,-5.472944856E1
2.807748157E2,-5.531652465E1
2.808761200E2,-5.537089517E1
2.809819149E2,-5.458924176E1
2.810857788E2,-5.490378762E1
2.811906146E2,-5.546839914E1
2.812968304E2,-5.294261297E1
2.814024497E2,-5.409231040E1
2.815087620E2,-5.498250517E1
2.816129850E2,-5.543804032E1
2.817190750E2,-5.651026046E1
2.818251431E2,-5.313160758E1
2.819276155E2,-5.298962246E1
2.820331613E2,-5.427209174E1
2.821358612E2,-5.503497380E1
2.822422814E2,-5.259381578E1
2.823485487E2,-5.454219370E1
2.824524626E2,-5.337515616E1
2.825569807E2,-5.404369195E1
2.826634783E2,-5.384621694E1
2.827692217E2,-5.314216085E1
2.828755703E2,-5.375361921E1
2.829818168E2,-5.398746662E1
2.830859102E2,-5.332886753E1
2.831920132E2,-5.414204214E1
2.832983684E2,-5.430974342E1
2.834024735E2,-5.330876450E1
2.835033924E2,-5.509469147E1
2.836097829E2,-5.561257225E1
2.837129361E2,-5.366402116E1
2.838188338E2,-5.299191528E1
2.839252362E2,-5.576847953E1
2.840306376E2,-5.388115140E1
2.841359844E2,-5.357400027E1
2.842422616E2,-5.464023461E1
2.843460953E2,-5.448260624E1
2.844522726E2,-5.467018817E1
2.845586541E2,-5.531334826E1
2.846649770E2,-5.536476472E1
2.847694174E2,-5.586882296E1
2.848718677E2,-5.401443487E1
2.849776213E2,-5.364203022E1
2.850838750E2,-5.463854687E1
2.851860935E2,-5.338582559E1
2.852924552E2,-5.445161490E1
2.853987007E2,-5.526703485E1
2.855027573E2,-5.455763260E1
2.856091058E2,-5.534750200E1
2.857129705E2,-5.291664159E1
2.858189869E2,-5.637165789E1
2.859253019E2,-5.526251519E1
2.860308827E2,-5.305966702E1
2.861361373E2,-5.653370475E1
2.862369112E2,-5.389399962E1
2.863431909E2,-5.396428785E1
2.864494262E2,-5.438250141E1
2.865529109E2,-5.670837186E1
2.866592266E2,-5.534906596E1
2.867655107E2,-5.439284347E1
2.868695112E2,-5.422484663E1
2.869722027E2,-5.424093358E1
2.870756517E2,-5.622037697E1
2.871770541E2,-5.577090919E1
2.872783957E2,-5.617382270E1
2.873846974E2,-5.521621217E1
2.874862371E2,-5.431719706E1
2.875887328E2,-5.640503997E1
2.876947894E2,-5.443636676E1
2.878010892E2,-5.594825769E1
2.879029686E2,-5.497491388E1
2.880069874E2,-5.414555319E1
2.881129832E2,-5.638301508E1
2.882192139E2,-5.460423325E1
2.883255433E2,-5.496360554E1
2.884318906E2,-5.588723866E1
2.885363665E2,-5.583344971E1
2.886427980E2,-5.534868767E1
2.887490650E2,-5.441342983E1
2.888529971E2,-5.549591651E1
2.889593146E2,-5.402902962E1
2.890656045E2,-5.499841971E1
2.891705347E2,-5.531513833E1
2.892766117E2,-5.333205688E1
2.893827980E2,-5.409311424E1
2.894863852E2,-5.451248351E1
2.895906306E2,-5.551690619E1
2.896969625E2,-5.400238943E1
2.898030702E2,-5.631790937E1
2.899093382E2,-5.495127006E1
2.900129594E2,-5.409917316E1
2.901193735E2,-5.536963518E1
2.902255900E2,-5.385114779E1
2.903314377E2,-5.590040380E1
2.904364695E2,-5.350926156E1
2.905428557E2,-5.447170584E1
2.906468388E2,-5.315120620E1
